sample,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
1,0.0184867670179502,0.140491040452116,0.586521850729479,0.864339297498316,0.829006533351801,0.78674187311468,0.737340472427112,0.681133403621304,0.619111707050186,0.552944232862954,0.484846649489285,0.417307134442784,0.352733905052525,0.2931261207882,0.239858565511376,0.193619495576988,0.154482685156947,0.122059263139125,0.0956709853413865,0.0745035200313897,0.0577204897493825,0.0445361586154235,0.0342538752637161,0.0262802183815169,0.020124001260323,0.0153871069733448,0.0117518356722822,0.0089675909462941,0.00683842487521234,0.00521212585026797,0.00397104322261145,0.00302458183058939,0.0023031791266762,0.00175353785701458,0.00133489000996967,0.00101609037560503,0.000773367797178223,0.000588592365721477,0.000447944262377725,0.00034089350523971,0.000259419346181399
2,0.00975362181798003,0.104863782657355,0.582169959748623,0.851391625140881,0.816521008557013,0.775624445540581,0.728641684997877,0.675931470965868,0.61834545791923,0.557229640680146,0.494330472603625,0.431610260051911,0.371009240027128,0.314213242849084,0.262483523707101,0.216580607856495,0.176780993326855,0.142960469290088,0.114708671845237,0.0914442787517778,0.0725117393719728,0.0572519737481298,0.0450475829907692,0.0353472552689105,0.0276752134431533,0.0216310311076417,0.0168839580760223,0.0131646438210843,0.0102560983582366,0.00798495606888162,0.00621358521191009,0.00483325809223961,0.00375840634898265,0.00292188539227762,0.00227112722702335,0.00176504842759796,0.00137158492512873,0.00106573842109487,0.000828035361757998,0.000643315619361242,0.000499782905187831
3,0.0221563320249287,0.209579950758235,0.756264589032699,0.784561981930373,0.752644119751183,0.717699013490628,0.679916590047999,0.63961662359166,0.59724828462556,0.55337700664286,0.508658323081152,0.463800650731171,0.419521223337751,0.376500858096006,0.335343496582482,0.296545415212388,0.260476988155334,0.22737752137023,0.19736159431995,0.170433978868211,0.146509687912913,0.125435915864375,0.107013304510998,0.0910148189080321,0.0772013305617522,0.0653336543866992,0.0551812300869092,0.0465278920955691,0.0391752767924685,0.0329444194830067,0.0276760388552009,0.0232299250587476,0.0194837601058368,0.016331618042231,0.0136823229946648,0.0114577874250579,0.00959141007366626,0.00802658141700188,0.00671532191513358,0.00561706284998428,0.00469756939001514
4,0.0239034707986027,0.185718416472706,0.67991661461291,0.710531222603322,0.671431108495646,0.629801262119283,0.586147966595342,0.541097867102003,0.495365790085132,0.449711125210074,0.404888153919293,0.361597080926323,0.32044236304762,0.281903288730598,0.24631918613402,0.213888915220233,0.184682137139993,0.158658646931031,0.135691831556382,0.11559283515848,0.0981329307861319,0.0830625969279267,0.0701266652072489,0.0590755435638599,0.0496729156849409,0.0417005111995271,0.0349605896124488,0.0292767397165904,0.0244935094275791,0.02047527905687,0.0171046923261076,0.0142808732628369,0.0119175868949354,0.00994144728847687,0.00829023611498352,0.0069113661023592,0.00576050390321731,0.00480035386470164,0.0039995960545081,0.00333196723484852,0.00277547117987393
5,0.0280851752982462,0.259267625692381,0.809145776372666,0.796087982724793,0.759421913049484,0.718494175957529,0.673596329527676,0.625272352041101,0.574315273935701,0.521729103470447,0.468656870985213,0.41628434063993,0.365735942187105,0.317981825744157,0.273771597966566,0.233602732787865,0.197722975347716,0.16615930884589,0.138762835339787,0.115259121927792,0.0952959726415335,0.0784837643324609,0.0644263636297528,0.0527427065581605,0.0430803039338468,0.0351224089637312,0.0285905947468752,0.0232442570481449,0.0188782362197651,0.0153194327332536,0.0124230172023121,0.0100686217988353,0.00815674326427866,0.00660547903750929,0.0053476464055433,0.00432828995567047,0.00350255673048484,0.00283390510327688,0.00229260798208908,0.00185451038317893,0.00150000359053514
6,0.00828521848671052,0.050293568271491,0.251319195005512,0.680288490528604,0.789531456325678,0.745492475330502,0.695789189007156,0.641052904142546,0.582379249831871,0.521276970787478,0.459531336866681,0.399003636596237,0.341412226162899,0.288147953111411,0.240163224284049,0.197947268701815,0.161574077312665,0.130794595858665,0.105143228174221,0.0840362137400952,0.0668498014334564,0.0529749356222879,0.0418506833675261,0.032981069233855,0.0259403425702273,0.020370992201717,0.0159777586285788,0.0125198666694761,0.0098028734022371,0.00767092688268324,0.00599983050335134,0.00469105823541008,0.00366672171375948,0.00286541473177566,0.00223882786861036,0.00174901786906364,0.00136622160115341,0.00106711592535581,0.000833438537541377,0.000650898556559659,0.000508318202396946
7,0.0124186416635333,0.0685400994989099,0.300985758295163,0.715880400037021,0.783949730780798,0.741057802932169,0.692985425598597,0.640320097287537,0.58404323914027,0.525486313514598,0.466219951598991,0.407892062291964,0.352048617919832,0.299977206716462,0.252605075454868,0.210464725978816,0.173720348074478,0.142235373564141,0.115657979099769,0.0935053452127112,0.0752347600084611,0.0602967134532661,0.0481701573323247,0.0383828144368374,0.0305203254948548,0.0242278416951614,0.01920699907845,0.0152104285695964,0.0120352553646323,0.00951649366680268,0.00752085055494795,0.00594119077651758,0.00469175014534927,0.00370408950545781,0.00292373062792477,0.00230739306867096,0.00182074540116829,0.0014365878327196,0.00113339131993011,0.000894128114595579,0.00070533861253422
8,0.0121494960364145,0.109822637468511,0.553083099099221,0.821914655288595,0.78520158740006,0.743283917731653,0.696349475974359,0.644933257194512,0.589937715345607,0.532597385793896,0.474382849344514,0.416856428033534,0.361508061724841,0.309606869567616,0.262098296463177,0.219561397427529,0.182223172097563,0.150014100309319,0.122644362419755,0.0996825511728771,0.0806246582992169,0.06494752112163,0.052145840574262,0.0417547958887223,0.0333614842939635,0.0266084990582926,0.0211924752802098,0.0168597610799548,0.0134007249880746,0.0106436796191884,0.00844900706312183,0.00670379850736574,0.00531714335090946,0.00421609508546011,0.00334228044390275,0.00264908809185906,0.0020993617014351,0.00166352169146698,0.00131804515539203,0.00104424138167897,0.00082726904899513
9,0.00753800066951454,0.0491988431145954,0.260641321338073,0.706025629700845,0.748745116533387,0.713874065170085,0.676255932141355,0.636212356999076,0.59418802999578,0.550737189423296,0.506498002897068,0.462156826371424,0.418406343863059,0.375902887512086,0.335228415590461,0.296861628006838,0.261160841502391,0.22835908339396,0.198569960078372,0.171801601011468,0.147975492931694,0.12694719500322,0.108526528181487,0.0924956077058513,0.0786238371590319,0.0666795891355949,0.0564387194367702,0.0476903086087501,0.0402401326039115,0.0339123764372005,0.0285500596822278,0.0240145701511028,0.020184622104533,0.0169548796755402,0.0142344207344446,0.0119451631538453,0.0100203340600527,0.00840303175790718,0.00704490775013263,0.00590498079696247,0.00494858463302355
10,0.00139355602346063,0.0143653963778437,0.132110598296668,0.613871098412862,0.721712381954123,0.682866223224216,0.641292652355482,0.597481629316571,0.552057309216968,0.505747326846133,0.459338514579361,0.413624415526393,0.369351846966567,0.327173993949245,0.287615990627016,0.25105620155814,0.217723327773233,0.18770688950165,0.160977105508782,0.137409792929509,0.116812408808295,0.0989483520683045,0.0835577686109008,0.0703740939867586,0.0591363029327499,0.0495972939305215,0.0415290623513462,0.0347253735563841,0.0290026019067892,0.0241993041498299,0.0201749811841245,0.0168083717601008,0.0139955257633212,0.0116478270389371,0.00969007597440659,0.00805869805373409,0.00670011343263907,0.00556928137588431,0.00462841960754057,0.00384589017667166,0.00319523871970973
11,0.0260611762566889,0.147205790037134,0.526856212592781,0.669163852909346,0.633121562151631,0.595526109181071,0.556775132777454,0.517320657960721,0.477649037030727,0.438257403742258,0.399629006617956,0.362209983544083,0.32638988806695,0.292487643784476,0.260743745713348,0.231318644032563,0.204296511188397,0.179693116674451,0.15746634313397,0.137527933953261,0.119755288891572,0.104002434562976,0.0901096178965363,0.0779112537347529,0.0672421775210796,0.0579423050137693,0.0498598900379191,0.0428536113853342,0.0367937253800652,0.0315625041943893,0.0270541518865468,0.0231743575912291,0.0198396130121784,0.0169763920228731,0.0145202650294311,0.0124150001142362,0.0106116866360923,0.00906790441006948,0.00774695221929723,0.0066171426126624,0.00565116516229863
12,0.0192192710457866,0.143903762262155,0.590482258608246,0.871510055068729,0.836822652508549,0.794973951913016,0.745654750120478,0.689111311073659,0.626297544012571,0.558915896768656,0.489291943291397,0.420080974070267,0.353876377967642,0.292836921097385,0.238440654571261,0.191413776092188,0.151812941222998,0.119197220486614,0.0928218718839214,0.0718069319940497,0.0552599727646716,0.0423520590125272,0.0323559805824698,0.0246584611132723,0.0187566923902931,0.0142468231452594,0.0108093640508402,0.00819439706472537,0.00620806441396838,0.00470093926174459,0.0035583871823407,0.00269277835999628,0.00203730593762315,0.00154114115558493,0.00116567103028222,0.000881596386253206,0.000666704673337606,0.000504167015867231,0.000381239717608337,0.000288276224611635,0.000217976494370388
13,0.0133333323372395,0.0625834891632334,0.248022442308464,0.619694495227945,0.889504589384821,0.864872213124483,0.830745368077082,0.790091533222263,0.742697315559983,0.688816816850124,0.629285261745164,0.565548069934128,0.499567044591672,0.433601094771324,0.369907083395054,0.31044124319738,0.256641345522513,0.209334609298229,0.168768175338736,0.134723508111116,0.106665214066378,0.0838839975161359,0.0656109710617708,0.0510964683049328,0.0396565987120035,0.0306951237882922,0.0237087402450507,0.0182825046880937,0.0140802643498186,0.0108332519219833,0.0083286989521635,0.00639943064602616,0.00491484513490538,0.00377335641512372,0.00289621053230493,0.00222250910943021,0.0017052525944428,0.00130822213434366,0.00100353853568105,0.000769760741736341,0.000590410112727217
14,0.0111565281724368,0.0712176307833621,0.342593747528265,0.779820452208837,0.822051349745807,0.779911951392551,0.731058352738589,0.675867432264385,0.61531034937999,0.550956322092504,0.484849859635729,0.41926932293447,0.356421932965528,0.29815845325568,0.245781888850003,0.199984445675934,0.160900103178765,0.128229948393664,0.101391786047415,0.0796575104334819,0.0622593881838001,0.0484611287250297,0.0375983025609273,0.0290959822792454,0.0224714472751092,0.0173282588501387,0.0133461542476327,0.0102695900743129,0.00789656139217696,0.0060685142608719,0.00466166997862288,0.00357979525584023,0.00274830743109559,0.00210954243964134,0.00161899896958176,0.00124238224565738,0.00095329165676824,0.000731420448683607,0.000561159030936295,0.000430514308528336,0.000330275232711201
15,0.0123428408318939,0.0693470614978972,0.307620811361548,0.725962002899973,0.800352530279993,0.765241056780213,0.726068088775008,0.683065745960252,0.63669066858817,0.587626451634155,0.536757166583697,0.485111137309877,0.433781150086165,0.383833589423122,0.336222148900265,0.291720447951105,0.250882650114268,0.214034143099871,0.181288027774768,0.152579311431418,0.127707738149711,0.106381464934753,0.0882561996002307,0.0729669551266831,0.0601516307481649,0.0494669832193211,0.0405982514818061,0.0332639147264677,0.0272169849481784,0.0222440121362717,0.0181627148428695,0.0148188984366356,0.0120831137277531,0.0098473463948904,0.00802190925282774,0.00653262725148062,0.00531835080369616,0.0043287990482486,0.0035227148341557,0.00286630289939866,0.00233191852778783
16,0.00229129093022365,0.0444741587073053,0.485413888220943,0.877987876860035,0.84695132911747,0.809730828816229,0.765959836379312,0.715655396992836,0.659347259242968,0.598149745400847,0.533732802244317,0.468170939316254,0.403689914175476,0.342372599783548,0.285903448200868,0.235413945641353,0.191450242820619,0.154042654189989,0.122833771418822,0.0972211221808908,0.0764834190528735,0.0598757813953244,0.0466920072462431,0.036299025402546,0.0281510622710417,0.0217906992882046,0.0168424724284985,0.0130029516242854,0.0100297839540915,0.00773111581000616,0.00595609654426249,0.00458672757568644,0.00353107251660128,0.00271771765621588,0.00209131951193188,0.00160906494984442,0.00123787948314138,0.00095223887966477,0.00073246148779823,0.000563380265367835,0.000433312784177495
17,0.00866929690725101,0.0742728577212763,0.423991891261628,0.752899946735981,0.70640228533431,0.655162436907879,0.600043192396346,0.542268980326463,0.483335121902761,0.424861204250645,0.368417096156536,0.3153600343523,0.266717145637491,0.223131910742977,0.184873412666113,0.151892194541333,0.123900441908839,0.100456191720006,0.0810376961469641,0.0651011992718696,0.0521209483512851,0.0416135756808821,0.0331503651308543,0.0263610269872228,0.020932070960903,0.0166021233873191,0.0131558208924084,0.0104173305950082,0.00824411703834434,0.00652128122659369,0.005156607524521,0.00407634004714868,0.00322164698848637,0.00254570078841984,0.00201129130274154,0.00158888970305816,0.00125508726516097,0.000991342196359276,0.000782977282992454,0.000618380367272686,0.000488367984142742
18,0.0133377018211338,0.170151140134003,0.756690516045822,0.742474964851161,0.702991521150454,0.660224780718862,0.614675347330417,0.567024148336664,0.518100054000316,0.468826435988737,0.4201532613196,0.37298498074823,0.32811557915421,0.286180278981914,0.247629250593873,0.212723784899156,0.181551266128972,0.154052902606512,0.130057684373858,0.109316977493273,0.0915358301415581,0.0763988248171552,0.0635897668337018,0.0528054965472985,0.0437646670268945,0.0362125404197901,0.0299228447466876,0.0246976012433394,0.0203656541912363,0.0167804554901769,0.0138174981413081,0.0113716649700485,0.00935466162401536,0.00769263238004328,0.00632400842304889,0.00519760587604837,0.00427097050081987,0.00350895407181358,0.00288250122944968,0.00236762315447236,0.00194453426738814
