sample,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
19,0.0064600995588884,0.0831400076697049,0.558424887660009,0.846619038234053,0.811776337189322,0.771158051663575,0.724746535625287,0.672914678942764,0.616487385572411,0.556737870183559,0.495300405865012,0.434004538265051,0.374663126749731,0.318864426942938,0.267816820592733,0.222274656346745,0.182546100250624,0.148562050853407,0.119976149380303,0.0962687574605162,0.0768369433778718,0.0610624155916971,0.0483567412438187,0.0381872998641197,0.0300888769030879,0.0236656373955939,0.0185873247755284,0.0145824703448972,0.0114304581341522,0.00895356536939027,0.00700959058892758,0.005485350424369,0.0042911249829819,0.0033560191287026,0.00262415099305513,0.0020515573935565,0.00160370366301791,0.00125349332810544,0.000979685468752879,0.000765641207204176,0.000598333891180727
20,0.0193396587625341,0.127049614602992,0.517858955903547,0.826935943147951,0.792853538289123,0.754055377090486,0.710642469599375,0.662991357711458,0.611779955852325,0.557974909767055,0.502773555690228,0.44750450421433,0.393502856259233,0.341984132256819,0.293941418165317,0.250082800235592,0.210814342008458,0.176262613947851,0.146323826354788,0.120724965840467,0.0990847355068796,0.0809663706798565,0.065918667793082,0.0535047836596097,0.0433202763500248,0.0350026736694828,0.0282349387164367,0.0227448970725523,0.0183022417791729,0.0147142840538817,0.0118212370197202,0.00949152648912821,0.00761741232884086,0.00611106138427332,0.0049011216886594,0.00392979286041601,0.0031503574016385,0.00252512333249898,0.00202372411187527,0.00162172298402421,0.00129947308252544
21,0.00206721512308568,0.0134002863151146,0.0817733337391674,0.368653461436871,0.792900341485817,0.833748908860788,0.790675089691426,0.739922526263216,0.681816513743603,0.617440568797489,0.548661791649301,0.477972187939214,0.408154007519352,0.341855710905569,0.281209700668964,0.227601808082863,0.181631008091259,0.143223629919703,0.111828019394234,0.0866187706511241,0.0666658554006287,0.0510522593141635,0.0389428949117169,0.0296161742442066,0.022470950761282,0.0170193555345051,0.0128729348863818,0.0097267095352712,0.00734372058113625,0.00554128359316828,0.00417937273244213,0.00315112534205936,0.00237525334039611,0.0017900739667291,0.00134886740410319,0.00101629603995101,0.000765659277210856,0.000576798329524423,0.000434502412414956,0.000327299344861609,0.00024653954385359
22,0.000835583627361491,0.0112814702991187,0.134708643984249,0.679906915647502,0.850631102060748,0.812105349147437,0.766372037189459,0.713435205421476,0.653920237976494,0.589162739572152,0.521160958759486,0.452365796399115,0.385343777937381,0.322405687287048,0.265310145644617,0.215115786631065,0.172192069290702,0.136345409734684,0.106996697715628,0.0833556510642695,0.0645604826697368,0.0497731609389018,0.0382343799247771,0.0292881544182423,0.0223864768415825,0.0170825410252859,0.0130185106943202,0.00991158588369978,0.00754047746718687,0.0057333150142962,0.00435735835805486,0.0033105224468883,0.00251454902350316,0.00190959070901815,0.00144996365327047,0.00110084406039716,0.000835714491211703,0.000634398724191344,0.000481554660949634,0.000365521458603242,0.000277439323866947
23,0.0230667780509708,0.156831716384487,0.594364668172312,0.859002109869301,0.830515058881969,0.797628448034348,0.760203049224626,0.718300796507092,0.672233459142076,0.622590837339792,0.570236262334741,0.516261934799094,0.461905522368823,0.408439961289272,0.357056522357686,0.308763333489447,0.264316711724052,0.224193062287401,0.18859880308967,0.15750837736667,0.130717512521123,0.107899937331712,0.0886590895260613,0.0725701853188161,0.0592112298423618,0.0481836711415995,0.0391244855236031,0.0317118026026307,0.025666042449934,0.0207481906574948,0.0167564392549263,0.0135220576310278,0.0109050625453656,0.00879003530258873,0.00708227848863008,0.00570440081608871,0.00459335308879825,0.00369789962212691,0.00297648878261572,0.00239547718006944,0.00192765996037406
24,0.0259758541564911,0.12806173322818,0.447162089895143,0.808461676290617,0.772899753650658,0.73291646909847,0.688728738657801,0.640813150559311,0.589913462906067,0.537012199353873,0.483264394868106,0.42990102475167,0.378118358734829,0.32897380105334,0.283306766979276,0.241695719814148,0.204452855876709,0.171649717513681,0.143162519229779,0.118725471346693,0.0979826912371291,0.0805327561538509,0.0659632539109205,0.053875135185162,0.0438981176404417,0.0356990078592397,0.02898486877055,0.0235027231836395,0.0190371321854378,0.0154066306733488,0.0124596947596234,0.0100706747757447,0.00813595126230845,0.00657044934975238,0.00530456688042313,0.00428152200141151,0.0034550973906622,0.00278774366253836,0.00224899872866792,0.00181417944518456,0.00146330441631693
25,0.0556515802050796,0.513541887847991,0.788253212527908,0.749578505907168,0.706470427636893,0.659314371364148,0.608777808625967,0.555795421752943,0.501513103365564,0.44719509347827,0.394108941041224,0.343409830521953,0.296046016142975,0.252700562479676,0.213774260973731,0.179404689224131,0.149510097378765,0.123845107889073,0.102057113934732,0.083735926522466,0.0684530088486608,0.0557895890812616,0.0453547718948461,0.036795612476092,0.0298012777759257,0.0241031989076305,0.0194727400153779,0.0157175103699928,0.0126770969328285,0.0102187185777773,0.00823310047063047,0.00663072675018922,0.00533853757345296,0.00429707957245816,0.00345808598454095,0.00278244594500183,0.00223851577625883,0.00180072451744633,0.00144842872752045,0.00116497604695509,0.000936942064178889
26,0.016103067123552,0.076537026642544,0.295628825200812,0.680039767108308,0.873648029295417,0.845491242467739,0.812407181438113,0.774131501998445,0.730635589512282,0.682202155638302,0.629476450834398,0.573472299594125,0.515518315148938,0.457143934597626,0.399923220315809,0.345308897831195,0.29449262371482,0.24831814749177,0.207256672487475,0.171436488165763,0.140708269469265,0.114725153139069,0.0930206659780801,0.0750741625174291,0.06035965804044,0.0483783404553872,0.0386774051669406,0.0308586439958478,0.0245800563631026,0.0195531543587441,0.0155379347304559,0.0123368613546732,0.00978870512829483,0.00776272923561929,0.00615346538019037,0.004876172834322,0.00386298104534732,0.00305966723252805,0.00242299763014921,0.00191855420880021,0.00151897085880707
27,0.00641513484530755,0.0396156347890301,0.208571110413958,0.627379171862127,0.802435057739166,0.768246103366899,0.730130474366848,0.688289611613815,0.643132388438834,0.595279961558738,0.545545097456612,0.494884509743993,0.444328746725339,0.394899895284558,0.347530703178773,0.30299832592072,0.261881939381001,0.224547500552798,0.191157127806592,0.161696594371128,0.136012929432675,0.113854754564877,0.0949098737306917,0.0788368784314713,0.0652894949985966,0.0539338001024015,0.044459238620874,0.0365847123951233,0.0300610281264242,0.0246708400631574,0.0202270013941556,0.0165700109007153,0.01356504098414,0.011098871827824,0.00907693467334557,0.00742057993096172,0.0060646261888159,0.0049552073212101,0.0040479109877561,0.0033061882459262,0.00270000731171634
28,0.0127235625885122,0.0935314971414157,0.452389287689225,0.816646852454863,0.778032485301153,0.733935381641169,0.684628777054912,0.630781490365017,0.573468165853987,0.514111243652783,0.454353578094587,0.395882577922241,0.34024415017989,0.288688571836905,0.242078585042461,0.200868868069548,0.165145823443982,0.134704956229224,0.109141624716998,0.0879365065422739,0.0705251723821812,0.0563482780357083,0.0448835920398842,0.0356633678609947,0.0282811271729538,0.022391512421568,0.0177060754906028,0.0139870415330275,0.0110403842201468,0.00870901771408491,0.00686654104475781,0.00541173008886411,0.00426382594805467,0.00335858621579104,0.00264502461774269,0.00208274873171003,0.00163980419861022,0.0012909401686051,0.00101622049567936,0.000799915962443681,0.000629623257090789
29,0.0198593593784683,0.0886922306623844,0.318560275995557,0.691878503697931,0.783407980912763,0.743646196323473,0.699385959580584,0.651069648564954,0.5994353637608,0.545494257891493,0.490463769927777,0.435663432141338,0.38239095830491,0.331802609932467,0.284820447980082,0.242080670237041,0.20392563462173,0.170432028436805,0.141462005203764,0.116723433052029,0.0958282048357461,0.0783417660967781,0.0638209716784807,0.0518402483526586,0.0420076745640487,0.0339732289810049,0.0274314607403525,0.0221205086528013,0.0178189607265128,0.0143416227873937,0.0115349114978257,0.00927231726530823,0.00745019000867472,0.00598397099306995,0.00480491124113885,0.00385726760328803,0.00309594058053126,0.00248450546382046,0.00199358470138188,0.00159951087735206,0.00128323384914363
30,0.0271760910171856,0.216110001929331,0.731236120876958,0.830906579828166,0.794395086015136,0.75234958607438,0.704899950367616,0.652557459563599,0.596248602736094,0.537284866995074,0.477259523885178,0.417883908784255,0.360796734472125,0.307390100559631,0.25868954496841,0.215306202382255,0.177456786831759,0.145031281558714,0.117682986821173,0.0949191764430886,0.0761784701507774,0.0608889766500498,0.0485070518367925,0.0385396916252012,0.0305546815835268,0.024182468467538,0.0191129871352395,0.0150898103963753,0.0119032130985364,0.00938313593248354,0.00739260271702638,0.00582185842035033,0.0045833171904019,0.00360730697910095,0.00283854393342525,0.00223324687613003,0.00175679722812566,0.00138185444017509,0.001086846337889,0.000854764753012555,0.000672207755382144
31,0.0392330489385648,0.211982128613955,0.639264847836053,0.885094646051166,0.856865072854628,0.823086394674029,0.783351721795831,0.737538429514261,0.68592154652338,0.629256235345286,0.568794469483649,0.506209990511005,0.443430287262432,0.382406829093221,0.324879253673893,0.272191709740515,0.225198590519125,0.184264612899303,0.149337037365675,0.120055645429506,0.0958685830626216,0.0761327781015929,0.0601893757966112,0.0474134237302281,0.0372418654749772,0.029185546787475,0.0228306773026014,0.0178340998427994,0.0139154693232859,0.0108483567795822,0.00845147336419517,0.0065806446736865,0.00512180578943016,0.00398507419653428,0.00309984230082617,0.00241077708646186,0.0018745964311204,0.00145749342499116,0.00113309166115403,0.000880829964511096,0.00068469112656336
32,0.0111853340916889,0.0709475092584255,0.340167823576568,0.744948553837264,0.705581398491557,0.662887649365137,0.617360288590871,0.569675819982594,0.520662804385858,0.471248752691922,0.422391837451528,0.375007734054997,0.329903191655643,0.287726159299981,0.248938143661562,0.213809469201995,0.182433847074322,0.154756150574148,0.130606730883192,0.109736530476403,0.0918489407181924,0.0766261516570926,0.0637492403307788,0.052912273868192,0.0438312782634273,0.0362491448865723,0.0299375375454032,0.0246967293792211,0.0203541169836698,0.0167619754580622,0.0137948564152736,0.0113469003226087,0.00932923516736954,0.00766756150569271,0.0062999741505189,0.00517503780477281,0.00425011327051971,0.00348991879638061,0.00286530487905631,0.0023522183794289,0.00193083171633803
33,0.021825283596122,0.096101238757185,0.336258822663183,0.707090077424654,0.723547943137026,0.680167379817001,0.633428337811616,0.584036158738287,0.532896480194143,0.481056073065304,0.429620350943794,0.379660717041367,0.33212783761108,0.287785214410414,0.247171802805505,0.210595161158631,0.178150301000411,0.149755724538081,0.125197406892726,0.104172958029402,0.0863307280276045,0.0713011977810199,0.0587200356755832,0.0482435101456128,0.0395575998171054,0.0323823199399519,0.0264726772651748,0.0216174262036628,0.017636525826302,0.0143779444584587,0.0117142497184603,0.0095392617408331,0.00776493149612025,0.00631852641270275,0.00514015329585767,0.00418061620972012,0.00339958843156571,0.00276406820241636,0.00224708446908794,0.0018266188400241,0.0014847120156093
34,0.00194635824763867,0.0268691550638755,0.281055464466111,0.846975691839651,0.843809803501501,0.81338826659684,0.778596163405819,0.739395671008387,0.695964815291465,0.648734553550291,0.598401040066503,0.545903612385365,0.492365268422633,0.439001465169763,0.387011969926793,0.337475632751685,0.291267046234889,0.24900752483219,0.211053516064797,0.177517063183159,0.148307813257988,0.123184918452257,0.10180904575023,0.0837880004044095,0.068712799894175,0.056183615671765,0.0458266001511762,0.0373033598748801,0.0303149837374953,0.0246023460130233,0.0199440721300145,0.0161532016184375,0.0130732693715213,0.0105742763450245,0.00854883523530901,0.00690864665190714,0.00558137484939302,0.00450793767899249,0.00364019343754876,0.00293899032857714,0.002372536925569
35,0.0265572688894547,0.125216291443858,0.428901923794633,0.797585058925779,0.791570721890097,0.756002078116939,0.716537226166956,0.673446414940599,0.62721308659979,0.578530617340709,0.528272139576186,0.477433913953471,0.427058961113135,0.378152872824054,0.331605897028971,0.288133641849646,0.248243787525921,0.212229957880937,0.180188509072777,0.152050823613088,0.127623019413693,0.106626191581252,0.0887324458821026,0.0735942134898542,0.0608661415089476,0.0502200492601947,0.0413540676898372,0.0339972831292545,0.0279111474356484,0.0228887257773573,0.018752620523543,0.0153521865841363,0.0125604643350498,0.0102711079802326,0.00839547763795581,0.00685998639079694,0.00560374183820492,0.00457648871669321,0.00373683942995671,0.00305076862981377,0.00249034319587881
36,0.00467776420985183,0.113234788743015,0.709302231123214,0.671131560983287,0.630559357460882,0.588054125050405,0.544193582661931,0.499636663126635,0.45508551356411,0.411241918893366,0.36876377280325,0.328227210075175,0.29009879466852,0.254720117994299,0.222304905837035,0.192946839235574,0.166635126357107,0.143274498480601,0.122706595111439,0.104730390212958,0.0891201319957519,0.0756400289155136,0.0640555090039795,0.0541412782892125,0.0456866254875434,0.0384985056869401,0.0324029306916937,0.0272451370284357,0.0228889231436077,0.0192154638434034,0.0161218332246361,0.013519402162601,0.0113322241656679,0.0094954833416476,0.007954048656977,0.00666115762472953,0.00557723812591451,0.00466886759258141,0.00390786290594599,0.00327049102829482,0.0027367887924185
37,0.00997958473357854,0.224487726315287,0.892619187364361,0.867036008945362,0.828191174092628,0.780866164166006,0.724836486209732,0.660705568759562,0.590080826769684,0.515534746486365,0.440290900873584,0.367694074254061,0.300637792950016,0.241146680869194,0.190225801072946,0.147960924097087,0.113767271554396,0.0866719175972686,0.0655523980545596,0.0493013210168925,0.0369198668248975,0.0275577377240283,0.0205190739439757,0.0152499984444906,0.0113183293654291,0.00839166329979631,0.00621700871627064,0.00460328807963682,0.00340699755535938,0.0025208085831506,0.00186469359073598,0.00137911581979447,0.00101985631152048,0.000754113190045239,0.000557575887014524,0.000412239088698865,0.000304773984926668,0.000225317252121382,0.000166571999785594,0.000123141063523479,9.10330055828168e-05
38,0.0108870933242433,0.0347866839001674,0.105552436051484,0.278707400582727,0.558538723689142,0.80554991649264,0.782076603572325,0.738242473117491,0.689096416215512,0.635281639676978,0.577858294651809,0.518249952858542,0.458117593322988,0.399181071785411,0.343026981371939,0.290946989201919,0.243839289416403,0.202183980491226,0.166081740493501,0.135332459392293,0.109528526190653,0.0881431027175898,0.0706021194207544,0.0563362270031769,0.0448139140044776,0.0355594286747296,0.0281597376623946,0.0222643280092838,0.0175808299656162,0.013868572437244,0.0109314498366972,0.00861092715792654,0.00677962731658129,0.00533569686254456,0.00419799605293011,0.0033020754930371,0.00259686031277679,0.00204194744042284,0.00160542085660773,0.00126209670450158,0.000992120511084344
39,0.0109894506300597,0.0499265545276959,0.199056240106799,0.540307245325888,0.841516343230733,0.799497112300066,0.749651518564405,0.692185125340241,0.628072160250657,0.559111158158473,0.487791385438447,0.416965262324042,0.349407745810888,0.287400419831044,0.23246526545701,0.185300182550653,0.145885612129696,0.113684896414077,0.0878605754845353,0.0674559651945565,0.0515224227472813,0.039194305453931,0.0297235774549668,0.0224877500356861,0.0169825622243721,0.0128074322086014,0.00964867485907628,0.00726324480878785,0.00546430774869116,0.00410908140401857,0.003088926603169,0.00232145355130051,0.00174433279308861,0.00131049763644453,0.000984455747693036,0.000739470549885578,0.000555416866335861,0.000417154886779995,0.000313300185174873,0.000235295019277737,0.00017670806831708
