level,start_date,end_date,lower_age_limit,geography,geography_code,proportion_pos,proportion_pos_high_95,proportion_pos_low_95
age_school,2020-11-27,2020-11-27,2,England,E92000001,0.00945,0.0118,0.0076500000000000005
age_school,2020-11-27,2020-11-27,11,England,E92000001,0.01845,0.022600000000000002,0.01525
age_school,2020-11-27,2020-11-27,16,England,E92000001,0.01525,0.01925,0.01245
age_school,2020-11-27,2020-11-27,25,England,E92000001,0.01065,0.01325,0.0086
age_school,2020-11-27,2020-11-27,35,England,E92000001,0.00915,0.0106,0.0079
age_school,2020-11-27,2020-11-27,50,England,E92000001,0.0083,0.0097,0.00725
age_school,2020-11-27,2020-11-27,70,England,E92000001,0.00415,0.00545,0.0033
age_school,2020-11-28,2020-11-28,2,England,E92000001,0.0093,0.0115,0.00745
age_school,2020-11-28,2020-11-28,11,England,E92000001,0.0184,0.0225,0.015349999999999999
age_school,2020-11-28,2020-11-28,16,England,E92000001,0.014499999999999999,0.01865,0.012
age_school,2020-11-28,2020-11-28,25,England,E92000001,0.0102,0.01295,0.00835
age_school,2020-11-28,2020-11-28,35,England,E92000001,0.0092,0.0106,0.00795
age_school,2020-11-28,2020-11-28,50,England,E92000001,0.0083,0.009850000000000001,0.0072499999999999995
age_school,2020-11-28,2020-11-28,70,England,E92000001,0.00415,0.0055,0.0033499999999999997
age_school,2020-11-29,2020-11-29,2,England,E92000001,0.00955,0.01175,0.00765
age_school,2020-11-29,2020-11-29,11,England,E92000001,0.0191,0.022850000000000002,0.01595
age_school,2020-11-29,2020-11-29,16,England,E92000001,0.01465,0.017599999999999998,0.012150000000000001
age_school,2020-11-29,2020-11-29,25,England,E92000001,0.0104,0.01235,0.0087
age_school,2020-11-29,2020-11-29,35,England,E92000001,0.00955,0.010950000000000001,0.0083
age_school,2020-11-29,2020-11-29,50,England,E92000001,0.0085,0.00955,0.00745
age_school,2020-11-29,2020-11-29,70,England,E92000001,0.004399999999999999,0.0054,0.0036
age_school,2020-11-30,2020-11-30,2,England,E92000001,0.00955,0.011800000000000001,0.0077
age_school,2020-11-30,2020-11-30,11,England,E92000001,0.019200000000000002,0.022949999999999998,0.016
age_school,2020-11-30,2020-11-30,16,England,E92000001,0.01415,0.017099999999999997,0.01165
age_school,2020-11-30,2020-11-30,25,England,E92000001,0.0102,0.0121,0.0085
age_school,2020-11-30,2020-11-30,35,England,E92000001,0.009600000000000001,0.011,0.0083
age_school,2020-11-30,2020-11-30,50,England,E92000001,0.0085,0.00965,0.00755
age_school,2020-11-30,2020-11-30,70,England,E92000001,0.0046,0.0056,0.00375
age_school,2020-12-01,2020-12-01,2,England,E92000001,0.0097,0.012050000000000002,0.00785
age_school,2020-12-01,2020-12-01,11,England,E92000001,0.01955,0.0233,0.01635
age_school,2020-12-01,2020-12-01,16,England,E92000001,0.0138,0.01675,0.011300000000000001
age_school,2020-12-01,2020-12-01,25,England,E92000001,0.010100000000000001,0.012050000000000002,0.008400000000000001
age_school,2020-12-01,2020-12-01,35,England,E92000001,0.0098,0.01125,0.0085
age_school,2020-12-01,2020-12-01,50,England,E92000001,0.008549999999999999,0.0097,0.00755
age_school,2020-12-01,2020-12-01,70,England,E92000001,0.00485,0.005849999999999999,0.00395
age_school,2020-12-02,2020-12-02,2,England,E92000001,0.01,0.01245,0.008
age_school,2020-12-02,2020-12-02,11,England,E92000001,0.02005,0.023899999999999998,0.0168
age_school,2020-12-02,2020-12-02,16,England,E92000001,0.01345,0.0165,0.010950000000000001
age_school,2020-12-02,2020-12-02,25,England,E92000001,0.01005,0.0121,0.00825
age_school,2020-12-02,2020-12-02,35,England,E92000001,0.01005,0.0115,0.00875
age_school,2020-12-02,2020-12-02,50,England,E92000001,0.0086,0.0097,0.0076
age_school,2020-12-02,2020-12-02,70,England,E92000001,0.0051,0.0060999999999999995,0.0040999999999999995
age_school,2020-12-03,2020-12-03,2,England,E92000001,0.0104,0.0131,0.008400000000000001
age_school,2020-12-03,2020-12-03,11,England,E92000001,0.02065,0.02485,0.017349999999999997
age_school,2020-12-03,2020-12-03,16,England,E92000001,0.0132,0.0165,0.01065
age_school,2020-12-03,2020-12-03,25,England,E92000001,0.010100000000000001,0.0123,0.00835
age_school,2020-12-03,2020-12-03,35,England,E92000001,0.01035,0.0118,0.00895
age_school,2020-12-03,2020-12-03,50,England,E92000001,0.0086,0.0097,0.0076
age_school,2020-12-03,2020-12-03,70,England,E92000001,0.0053,0.0063999999999999994,0.00425
age_school,2020-12-04,2020-12-04,2,England,E92000001,0.01095,0.0139,0.0089
age_school,2020-12-04,2020-12-04,11,England,E92000001,0.0213,0.026049999999999997,0.017849999999999998
age_school,2020-12-04,2020-12-04,16,England,E92000001,0.013049999999999999,0.0166,0.010450000000000001
age_school,2020-12-04,2020-12-04,25,England,E92000001,0.010249999999999999,0.0127,0.008549999999999999
age_school,2020-12-04,2020-12-04,35,England,E92000001,0.01065,0.012150000000000001,0.0092
age_school,2020-12-04,2020-12-04,50,England,E92000001,0.0086,0.0097,0.00755
age_school,2020-12-04,2020-12-04,70,England,E92000001,0.0055,0.0066,0.00445
age_school,2020-12-05,2020-12-05,2,England,E92000001,0.01165,0.01465,0.009399999999999999
age_school,2020-12-05,2020-12-05,11,England,E92000001,0.02205,0.027299999999999998,0.0185
age_school,2020-12-05,2020-12-05,16,England,E92000001,0.013000000000000001,0.0165,0.0104
age_school,2020-12-05,2020-12-05,25,England,E92000001,0.010499999999999999,0.013000000000000001,0.008799999999999999
age_school,2020-12-05,2020-12-05,35,England,E92000001,0.010950000000000001,0.01265,0.0095
age_school,2020-12-05,2020-12-05,50,England,E92000001,0.0086,0.0097,0.00755
age_school,2020-12-05,2020-12-05,70,England,E92000001,0.0057,0.00685,0.00465
age_school,2020-12-06,2020-12-06,2,England,E92000001,0.012400000000000001,0.015,0.01005
age_school,2020-12-06,2020-12-06,11,England,E92000001,0.0228,0.0271,0.01915
age_school,2020-12-06,2020-12-06,16,England,E92000001,0.0127,0.0154,0.0104
age_school,2020-12-06,2020-12-06,25,England,E92000001,0.0108,0.0128,0.009
age_school,2020-12-06,2020-12-06,35,England,E92000001,0.01115,0.012750000000000001,0.0097
age_school,2020-12-06,2020-12-06,50,England,E92000001,0.008549999999999999,0.0097,0.0075
age_school,2020-12-06,2020-12-06,70,England,E92000001,0.005849999999999999,0.007050000000000001,0.0048
age_school,2020-12-07,2020-12-07,2,England,E92000001,0.0132,0.016,0.01075
age_school,2020-12-07,2020-12-07,11,England,E92000001,0.02355,0.027999999999999997,0.019700000000000002
age_school,2020-12-07,2020-12-07,16,England,E92000001,0.012750000000000001,0.01555,0.010450000000000001
age_school,2020-12-07,2020-12-07,25,England,E92000001,0.011099999999999999,0.0132,0.00925
age_school,2020-12-07,2020-12-07,35,England,E92000001,0.0114,0.0131,0.009899999999999999
age_school,2020-12-07,2020-12-07,50,England,E92000001,0.00845,0.009649999999999999,0.00745
age_school,2020-12-07,2020-12-07,70,England,E92000001,0.00595,0.00715,0.0049
age_school,2020-12-08,2020-12-08,2,England,E92000001,0.01405,0.017,0.01145
age_school,2020-12-08,2020-12-08,11,England,E92000001,0.02425,0.0289,0.02035
age_school,2020-12-08,2020-12-08,16,England,E92000001,0.01295,0.0158,0.01055
age_school,2020-12-08,2020-12-08,25,England,E92000001,0.01145,0.01355,0.00955
age_school,2020-12-08,2020-12-08,35,England,E92000001,0.01165,0.01335,0.0101
age_school,2020-12-08,2020-12-08,50,England,E92000001,0.00845,0.009600000000000001,0.00745
age_school,2020-12-08,2020-12-08,70,England,E92000001,0.00595,0.0072,0.0049
age_school,2020-12-09,2020-12-09,2,England,E92000001,0.01495,0.01805,0.0121
age_school,2020-12-09,2020-12-09,11,England,E92000001,0.02475,0.02955,0.02055
age_school,2020-12-09,2020-12-09,16,England,E92000001,0.01325,0.016149999999999998,0.0105
age_school,2020-12-09,2020-12-09,25,England,E92000001,0.01175,0.01395,0.00975
age_school,2020-12-09,2020-12-09,35,England,E92000001,0.011800000000000001,0.01355,0.01025
age_school,2020-12-09,2020-12-09,50,England,E92000001,0.00845,0.009600000000000001,0.0074
age_school,2020-12-09,2020-12-09,70,England,E92000001,0.00595,0.00715,0.0049
age_school,2020-12-10,2020-12-10,2,England,E92000001,0.0158,0.01905,0.012750000000000001
age_school,2020-12-10,2020-12-10,11,England,E92000001,0.02505,0.030350000000000002,0.02055
age_school,2020-12-10,2020-12-10,16,England,E92000001,0.01345,0.016599999999999997,0.01035
age_school,2020-12-10,2020-12-10,25,England,E92000001,0.01205,0.0143,0.009899999999999999
age_school,2020-12-10,2020-12-10,35,England,E92000001,0.01195,0.01375,0.01035
age_school,2020-12-10,2020-12-10,50,England,E92000001,0.00845,0.00955,0.0074
age_school,2020-12-10,2020-12-10,70,England,E92000001,0.0059,0.0071,0.00485
age_school,2020-12-11,2020-12-11,2,England,E92000001,0.0166,0.0199,0.0132
age_school,2020-12-11,2020-12-11,11,England,E92000001,0.02535,0.030950000000000002,0.02045
age_school,2020-12-11,2020-12-11,16,England,E92000001,0.01345,0.01715,0.01065
age_school,2020-12-11,2020-12-11,25,England,E92000001,0.01245,0.014700000000000001,0.009899999999999999
age_school,2020-12-11,2020-12-11,35,England,E92000001,0.0121,0.0139,0.0103
age_school,2020-12-11,2020-12-11,50,England,E92000001,0.0085,0.009600000000000001,0.00735
age_school,2020-12-11,2020-12-11,70,England,E92000001,0.0058,0.00695,0.0048000000000000004
age_school,2020-12-12,2020-12-12,2,England,E92000001,0.017349999999999997,0.020700000000000003,0.0137
age_school,2020-12-12,2020-12-12,11,England,E92000001,0.025750000000000002,0.03155,0.020900000000000002
age_school,2020-12-12,2020-12-12,16,England,E92000001,0.0135,0.0179,0.01105
age_school,2020-12-12,2020-12-12,25,England,E92000001,0.012750000000000001,0.01505,0.01
age_school,2020-12-12,2020-12-12,35,England,E92000001,0.0123,0.01405,0.0103
age_school,2020-12-12,2020-12-12,50,England,E92000001,0.00855,0.009649999999999999,0.0072499999999999995
age_school,2020-12-12,2020-12-12,70,England,E92000001,0.0057,0.0068000000000000005,0.0047
age_school,2020-12-13,2020-12-13,2,England,E92000001,0.016550000000000002,0.0197,0.013850000000000001
age_school,2020-12-13,2020-12-13,11,England,E92000001,0.02535,0.0298,0.0214
age_school,2020-12-13,2020-12-13,16,England,E92000001,0.01395,0.01685,0.01145
age_school,2020-12-13,2020-12-13,25,England,E92000001,0.01165,0.0137,0.009850000000000001
age_school,2020-12-13,2020-12-13,35,England,E92000001,0.01145,0.013,0.01
age_school,2020-12-13,2020-12-13,50,England,E92000001,0.008150000000000001,0.0092,0.00715
age_school,2020-12-13,2020-12-13,70,England,E92000001,0.0052,0.0062,0.0043
age_school,2020-12-14,2020-12-14,2,England,E92000001,0.0174,0.0206,0.01465
age_school,2020-12-14,2020-12-14,11,England,E92000001,0.02595,0.030449999999999998,0.02205
age_school,2020-12-14,2020-12-14,16,England,E92000001,0.0146,0.0175,0.012
age_school,2020-12-14,2020-12-14,25,England,E92000001,0.0121,0.01415,0.01025
age_school,2020-12-14,2020-12-14,35,England,E92000001,0.01185,0.0135,0.010450000000000001
age_school,2020-12-14,2020-12-14,50,England,E92000001,0.00835,0.00945,0.0074
age_school,2020-12-14,2020-12-14,70,England,E92000001,0.00515,0.00615,0.0043
age_school,2020-12-15,2020-12-15,2,England,E92000001,0.0182,0.02155,0.015349999999999999
age_school,2020-12-15,2020-12-15,11,England,E92000001,0.0267,0.03125,0.022699999999999998
age_school,2020-12-15,2020-12-15,16,England,E92000001,0.0153,0.0183,0.0126
age_school,2020-12-15,2020-12-15,25,England,E92000001,0.01255,0.014700000000000001,0.01065
age_school,2020-12-15,2020-12-15,35,England,E92000001,0.012400000000000001,0.01405,0.0109
age_school,2020-12-15,2020-12-15,50,England,E92000001,0.0087,0.00975,0.0076500000000000005
age_school,2020-12-15,2020-12-15,70,England,E92000001,0.00515,0.006200000000000001,0.0043
age_school,2020-12-16,2020-12-16,2,England,E92000001,0.019049999999999997,0.0225,0.01585
age_school,2020-12-16,2020-12-16,11,England,E92000001,0.02755,0.03215,0.023350000000000003
age_school,2020-12-16,2020-12-16,16,England,E92000001,0.01615,0.0193,0.01335
age_school,2020-12-16,2020-12-16,25,England,E92000001,0.01325,0.015449999999999998,0.0112
age_school,2020-12-16,2020-12-16,35,England,E92000001,0.013000000000000001,0.0148,0.01125
age_school,2020-12-16,2020-12-16,50,England,E92000001,0.0091,0.0102,0.007949999999999999
age_school,2020-12-16,2020-12-16,70,England,E92000001,0.0052,0.00635,0.00415
age_school,2020-12-17,2020-12-17,2,England,E92000001,0.01965,0.0235,0.01585
age_school,2020-12-17,2020-12-17,11,England,E92000001,0.028499999999999998,0.03319999999999999,0.0233
age_school,2020-12-17,2020-12-17,16,England,E92000001,0.01715,0.02045,0.01415
age_school,2020-12-17,2020-12-17,25,England,E92000001,0.0139,0.01625,0.01145
age_school,2020-12-17,2020-12-17,35,England,E92000001,0.0133,0.015450000000000002,0.01135
age_school,2020-12-17,2020-12-17,50,England,E92000001,0.009399999999999999,0.01075,0.008150000000000001
age_school,2020-12-17,2020-12-17,70,England,E92000001,0.0051,0.0063999999999999994,0.00425
age_school,2020-12-18,2020-12-18,2,England,E92000001,0.02005,0.0245,0.016399999999999998
age_school,2020-12-18,2020-12-18,11,England,E92000001,0.029150000000000002,0.03445,0.023649999999999997
age_school,2020-12-18,2020-12-18,16,England,E92000001,0.0182,0.0218,0.0151
age_school,2020-12-18,2020-12-18,25,England,E92000001,0.014499999999999999,0.0173,0.0116
age_school,2020-12-18,2020-12-18,35,England,E92000001,0.0137,0.0161,0.01205
age_school,2020-12-18,2020-12-18,50,England,E92000001,0.00975,0.01145,0.008549999999999999
age_school,2020-12-18,2020-12-18,70,England,E92000001,0.00535,0.00655,0.004399999999999999
age_school,2020-12-19,2020-12-19,2,England,E92000001,0.0206,0.0244,0.0173
age_school,2020-12-19,2020-12-19,11,England,E92000001,0.0294,0.0345,0.0249
age_school,2020-12-19,2020-12-19,16,England,E92000001,0.0187,0.0225,0.0154
age_school,2020-12-19,2020-12-19,25,England,E92000001,0.0148,0.0173,0.0125
age_school,2020-12-19,2020-12-19,35,England,E92000001,0.0151,0.017,0.0133
age_school,2020-12-19,2020-12-19,50,England,E92000001,0.0104,0.0118,0.0092
age_school,2020-12-19,2020-12-19,70,England,E92000001,0.0057,0.0069,0.0047
age_school,2020-12-20,2020-12-20,2,England,E92000001,0.02105,0.025,0.01774170440508575
age_school,2020-12-20,2020-12-20,11,England,E92000001,0.0305052866086485,0.03569952180676035,0.025858233397023603
age_school,2020-12-20,2020-12-20,16,England,E92000001,0.02001784325123275,0.02391370490575065,0.01661004609125935
age_school,2020-12-20,2020-12-20,25,England,E92000001,0.015745068786219202,0.0184501503122263,0.0133735310284365
age_school,2020-12-20,2020-12-20,35,England,E92000001,0.01586165773758095,0.0179403796658995,0.01404076158854845
age_school,2020-12-20,2020-12-20,50,England,E92000001,0.011099999999999999,0.01245,0.009865895231034335
age_school,2020-12-20,2020-12-20,70,England,E92000001,0.00600504850907023,0.00715,0.00498264124564722
age_school,2020-12-21,2020-12-21,2,England,E92000001,0.021770888584840747,0.025750000000000002,0.0183766288042453
age_school,2020-12-21,2020-12-21,11,England,E92000001,0.031763653570156605,0.0373013377581287,0.026920434522235852
age_school,2020-12-21,2020-12-21,16,England,E92000001,0.0213738454971258,0.025622445132768047,0.0177013581406072
age_school,2020-12-21,2020-12-21,25,England,E92000001,0.01692252152732615,0.01988196226532905,0.0143849447638236
age_school,2020-12-21,2020-12-21,35,England,E92000001,0.01707499408657315,0.0192841215226086,0.01510150375936235
age_school,2020-12-21,2020-12-21,50,England,E92000001,0.01195295677794015,0.013418896766697549,0.0106002256669138
age_school,2020-12-21,2020-12-21,70,England,E92000001,0.006475888017501199,0.007753832173874896,0.00540072328254286
age_school,2020-12-22,2020-12-22,2,England,E92000001,0.0224002815210732,0.02656214567941865,0.0187848826270871
age_school,2020-12-22,2020-12-22,11,England,E92000001,0.0329640899966709,0.03879608132536755,0.0279764462193628
age_school,2020-12-22,2020-12-22,16,England,E92000001,0.02282555742488895,0.02734653324655115,0.01887829645268435
age_school,2020-12-22,2020-12-22,25,England,E92000001,0.0182755259545113,0.0214730304539157,0.015469145748569349
age_school,2020-12-22,2020-12-22,35,England,E92000001,0.018331667485419603,0.02067174999655235,0.01619450299077765
age_school,2020-12-22,2020-12-22,50,England,E92000001,0.0128354273274552,0.0144682233774894,0.01141407530256235
age_school,2020-12-22,2020-12-22,70,England,E92000001,0.00708773135796909,0.008439055533865276,0.00584936741176874
age_school,2020-12-23,2020-12-23,2,England,E92000001,0.02277089087029455,0.0270881151471581,0.01910973782737225
age_school,2020-12-23,2020-12-23,11,England,E92000001,0.0340567434109776,0.04014305392481185,0.02883821444398665
age_school,2020-12-23,2020-12-23,16,England,E92000001,0.0242029549929074,0.0290274646360329,0.02005
age_school,2020-12-23,2020-12-23,25,England,E92000001,0.01960303366045325,0.02299021080437135,0.016635783663717298
age_school,2020-12-23,2020-12-23,35,England,E92000001,0.019633722878702298,0.0220761045557777,0.01730237036705615
age_school,2020-12-23,2020-12-23,50,England,E92000001,0.01381890836321905,0.0155212664702217,0.012241739326644852
age_school,2020-12-23,2020-12-23,70,England,E92000001,0.007722821584442395,0.00924574617763529,0.00642535252964729
age_school,2020-12-24,2020-12-24,2,England,E92000001,0.0229260413733392,0.027389472267156698,0.0191233336630898
age_school,2020-12-24,2020-12-24,11,England,E92000001,0.034968153245833244,0.04124941525813065,0.0295749783872124
age_school,2020-12-24,2020-12-24,16,England,E92000001,0.025500000000000002,0.030541084522642502,0.02105
age_school,2020-12-24,2020-12-24,25,England,E92000001,0.0209534650793316,0.0245382294956784,0.0179
age_school,2020-12-24,2020-12-24,35,England,E92000001,0.02075593678046585,0.023337886584552152,0.018306056293939
age_school,2020-12-24,2020-12-24,50,England,E92000001,0.0147292197908615,0.0165460842983153,0.0130877712062386
age_school,2020-12-24,2020-12-24,70,England,E92000001,0.008429434878396464,0.01007479235341615,0.00707348814329097
age_school,2020-12-25,2020-12-25,2,England,E92000001,0.022825362319607002,0.0272386461333745,0.019049999999999997
age_school,2020-12-25,2020-12-25,11,England,E92000001,0.0356037929118622,0.04190418351748155,0.030050183892092998
age_school,2020-12-25,2020-12-25,16,England,E92000001,0.0268,0.031917309734712296,0.022
age_school,2020-12-25,2020-12-25,25,England,E92000001,0.02225,0.026041354688858,0.01905
age_school,2020-12-25,2020-12-25,35,England,E92000001,0.0217041702658423,0.024440562919188648,0.019182061505935648
age_school,2020-12-25,2020-12-25,50,England,E92000001,0.01559790930639955,0.017495856015485152,0.01386091875650405
age_school,2020-12-25,2020-12-25,70,England,E92000001,0.009240404568295855,0.01093494017632305,0.007734819082798815
age_school,2020-12-26,2020-12-26,2,England,E92000001,0.022600000000000002,0.027049999999999998,0.01885
age_school,2020-12-26,2020-12-26,11,England,E92000001,0.03592021105046625,0.04235,0.030350000000000002
age_school,2020-12-26,2020-12-26,16,England,E92000001,0.0278,0.033049999999999996,0.022949999999999998
age_school,2020-12-26,2020-12-26,25,England,E92000001,0.0235,0.027299999999999998,0.0202
age_school,2020-12-26,2020-12-26,35,England,E92000001,0.02237663781291185,0.0252280632849383,0.019837393363476598
age_school,2020-12-26,2020-12-26,50,England,E92000001,0.016416680190676852,0.01837879536894435,0.01460214875876225
age_school,2020-12-26,2020-12-26,70,England,E92000001,0.009991245104598005,0.0117653791899174,0.008400456835717945
age_school,2020-12-27,2020-12-27,2,England,E92000001,0.0219448780243906,0.026094690129055048,0.01826239001028955
age_school,2020-12-27,2020-12-27,11,England,E92000001,0.035547000400918405,0.0416172113900904,0.0300963980200861
age_school,2020-12-27,2020-12-27,16,England,E92000001,0.02767815458917755,0.03286781625115015,0.0232442010332824
age_school,2020-12-27,2020-12-27,25,England,E92000001,0.023516888372050848,0.0272690074222189,0.02027452648245505
age_school,2020-12-27,2020-12-27,35,England,E92000001,0.0227891021077414,0.02548926385560865,0.02021782864927935
age_school,2020-12-27,2020-12-27,50,England,E92000001,0.016804987818951102,0.018719600333952702,0.0149958913587069
age_school,2020-12-27,2020-12-27,70,England,E92000001,0.01045533606966885,0.012245620039665402,0.008848260047700656
age_school,2020-12-28,2020-12-28,2,England,E92000001,0.02120785151244975,0.025205636535089497,0.01776393425665045
age_school,2020-12-28,2020-12-28,11,England,E92000001,0.034994679788611704,0.0408745999628014,0.029691884478047152
age_school,2020-12-28,2020-12-28,16,England,E92000001,0.028120394767906,0.03325800652953825,0.0237322115140954
age_school,2020-12-28,2020-12-28,25,England,E92000001,0.0240652159725646,0.027765387872500852,0.0208540158717941
age_school,2020-12-28,2020-12-28,35,England,E92000001,0.0228421626113565,0.02550998654897635,0.02031557386266435
age_school,2020-12-28,2020-12-28,50,England,E92000001,0.0172093006029949,0.0191507468650874,0.015460536481499601
age_school,2020-12-28,2020-12-28,70,England,E92000001,0.0109767959226957,0.0128172058050619,0.009400407991596759
age_school,2020-12-29,2020-12-29,2,England,E92000001,0.020359958033103302,0.0241173996827192,0.0171186920460309
age_school,2020-12-29,2020-12-29,11,England,E92000001,0.0341151135180782,0.0396378856931808,0.0290131057376816
age_school,2020-12-29,2020-12-29,16,England,E92000001,0.02835765960982215,0.03330943614579565,0.02398299967150675
age_school,2020-12-29,2020-12-29,25,England,E92000001,0.0243515880215643,0.0279556584876861,0.02116997432434575
age_school,2020-12-29,2020-12-29,35,England,E92000001,0.022612357424037048,0.025245743470323198,0.020239125280404
age_school,2020-12-29,2020-12-29,50,England,E92000001,0.01747754609581885,0.01942774426626635,0.015735042777174198
age_school,2020-12-29,2020-12-29,70,England,E92000001,0.0114307847130206,0.01321317378756595,0.009813828483449515
age_school,2020-12-30,2020-12-30,2,England,E92000001,0.019479663116005,0.02293255379885005,0.016351408354065698
age_school,2020-12-30,2020-12-30,11,England,E92000001,0.032962504831721,0.038199632088213295,0.027979604211265
age_school,2020-12-30,2020-12-30,16,England,E92000001,0.028352095374794897,0.0331654825358249,0.024091091082073898
age_school,2020-12-30,2020-12-30,25,England,E92000001,0.02437534121421095,0.02786583258813105,0.021275929936995952
age_school,2020-12-30,2020-12-30,35,England,E92000001,0.02218837544611895,0.0247517983361502,0.019878221506821052
age_school,2020-12-30,2020-12-30,50,England,E92000001,0.017618524433612552,0.0195108980494699,0.01583773508187285
age_school,2020-12-30,2020-12-30,70,England,E92000001,0.0116,0.01349713444249415,0.0098
age_school,2020-12-31,2020-12-31,2,England,E92000001,0.01855472425483375,0.02187371053081435,0.0153
age_school,2020-12-31,2020-12-31,11,England,E92000001,0.031633360775232905,0.03668623033427945,0.0265049370126285
age_school,2020-12-31,2020-12-31,16,England,E92000001,0.0282102407179344,0.03283844305881205,0.02404775199869165
age_school,2020-12-31,2020-12-31,25,England,E92000001,0.0242167023155277,0.0275871884757313,0.02119603735094425
age_school,2020-12-31,2020-12-31,35,England,E92000001,0.0215916567531095,0.02409113486156035,0.01905
age_school,2020-12-31,2020-12-31,50,England,E92000001,0.0175949105943855,0.01942531410606035,0.0158274745621279
age_school,2020-12-31,2020-12-31,70,England,E92000001,0.0115,0.013622086783436599,0.009898852397079626
age_school,2021-01-01,2021-01-01,2,England,E92000001,0.017690740447013402,0.020914017402464,0.01452490402601495
age_school,2021-01-01,2021-01-01,11,England,E92000001,0.0302139311257623,0.03509871032423725,0.025450485005222498
age_school,2021-01-01,2021-01-01,16,England,E92000001,0.02788926609055245,0.03235987114471175,0.023649999999999997
age_school,2021-01-01,2021-01-01,25,England,E92000001,0.023910860978088602,0.027184201874835348,0.0208394849963988
age_school,2021-01-01,2021-01-01,35,England,E92000001,0.0208715460202943,0.02334212040673,0.0184189292227454
age_school,2021-01-01,2021-01-01,50,England,E92000001,0.0174204975304599,0.01923667792197675,0.01555
age_school,2021-01-01,2021-01-01,70,England,E92000001,0.0114859944876577,0.013565041294196351,0.009894867329633366
age_school,2021-01-02,2021-01-02,2,England,E92000001,0.0168,0.0199,0.0138913972488858
age_school,2021-01-02,2021-01-02,11,England,E92000001,0.0288083615722713,0.0334695064429238,0.0244
age_school,2021-01-02,2021-01-02,16,England,E92000001,0.0274642112419417,0.0318739753420105,0.0233
age_school,2021-01-02,2021-01-02,25,England,E92000001,0.0235,0.0268,0.0204945632721156
age_school,2021-01-02,2021-01-02,35,England,E92000001,0.020110728301657,0.0225,0.0180570551418854
age_school,2021-01-02,2021-01-02,50,England,E92000001,0.0172,0.019,0.0152575748028509
age_school,2021-01-02,2021-01-02,70,England,E92000001,0.0111923555351518,0.0133,0.00974889690396586
age_school,2021-01-03,2021-01-03,2,England,E92000001,0.01597083259870755,0.01888018016391535,0.01342035946396805
age_school,2021-01-03,2021-01-03,11,England,E92000001,0.027394550727372402,0.031955708173332556,0.0233956100821341
age_school,2021-01-03,2021-01-03,16,England,E92000001,0.02675699084248385,0.03111550555858365,0.0229396006930183
age_school,2021-01-03,2021-01-03,25,England,E92000001,0.02287746348635305,0.02616857999358315,0.0199774420106235
age_school,2021-01-03,2021-01-03,35,England,E92000001,0.01958634298970605,0.0218139891226241,0.017512471207215552
age_school,2021-01-03,2021-01-03,50,England,E92000001,0.0167879858949033,0.018579530935085,0.0151127211379832
age_school,2021-01-03,2021-01-03,70,England,E92000001,0.01118293798552335,0.01288451686101015,0.009711386795029489
age_school,2021-01-04,2021-01-04,2,England,E92000001,0.01550153622619715,0.0183376324913677,0.013000212743078901
age_school,2021-01-04,2021-01-04,11,England,E92000001,0.02616639610932625,0.03058287855863585,0.0223486111920991
age_school,2021-01-04,2021-01-04,16,England,E92000001,0.0262638506525037,0.0305172660352825,0.0225316283901453
age_school,2021-01-04,2021-01-04,25,England,E92000001,0.0224015545815046,0.02557605280217755,0.0196053161401549
age_school,2021-01-04,2021-01-04,35,England,E92000001,0.0191084556965095,0.0213272851866655,0.0171446794269194
age_school,2021-01-04,2021-01-04,50,England,E92000001,0.01652794487202395,0.01830031049624775,0.0149153495736884
age_school,2021-01-04,2021-01-04,70,England,E92000001,0.0109377749997056,0.012659046948483,0.009471922523864654
age_school,2021-01-05,2021-01-05,2,England,E92000001,0.0152128005060776,0.018027420063058,0.012790566335266401
age_school,2021-01-05,2021-01-05,11,England,E92000001,0.025015494724892548,0.029339799171532302,0.0213718861970747
age_school,2021-01-05,2021-01-05,16,England,E92000001,0.0258316776713114,0.0299683049142505,0.0221616588699829
age_school,2021-01-05,2021-01-05,25,England,E92000001,0.02196343095736595,0.0250886452332774,0.019187493370537947
age_school,2021-01-05,2021-01-05,35,England,E92000001,0.0188162518827961,0.020970809450566348,0.0169028022935026
age_school,2021-01-05,2021-01-05,50,England,E92000001,0.01631709578417875,0.0180909814144669,0.01466641281634975
age_school,2021-01-05,2021-01-05,70,England,E92000001,0.01067500197877805,0.01233451969392895,0.00923535328634629
age_school,2021-01-06,2021-01-06,2,England,E92000001,0.015091614277258199,0.0178517192771215,0.012679652777169401
age_school,2021-01-06,2021-01-06,11,England,E92000001,0.02397993863934085,0.028200866176561902,0.0203966758015673
age_school,2021-01-06,2021-01-06,16,England,E92000001,0.02542841783320185,0.0295199762440849,0.02183428271818265
age_school,2021-01-06,2021-01-06,25,England,E92000001,0.021545312395366098,0.024615014008966297,0.0188531736805394
age_school,2021-01-06,2021-01-06,35,England,E92000001,0.018617499673707,0.0207852529609918,0.0167244868832415
age_school,2021-01-06,2021-01-06,50,England,E92000001,0.01604880901284935,0.017812028441371648,0.0144659605030494
age_school,2021-01-06,2021-01-06,70,England,E92000001,0.0103938217054221,0.012011242172815,0.00898734400626519
age_school,2021-01-07,2021-01-07,2,England,E92000001,0.0151142920411011,0.0179167296883595,0.0127349071034485
