level,start_date,end_date,variant,geography,geography_code,region,proportion_pos,proportion_pos_high_95,proportion_pos_low_95
variant_national,2021-04-15,2021-04-15,uk_variant_compatible,Scotland,S92000003,NA,0.001617208434278955,0.00237227044826827,0.0010265560239415298
variant_national,2021-04-15,2021-04-15,uk_variant_compatible,Wales,W92000004,NA,5.143570608902904e-4,0.001014714959967481,2.039536911899425e-4
variant_national,2021-04-15,2021-04-15,virus_too_low_for_variant_to_be_identifiable,England,E92000001,NA,3.63709173487613e-4,4.6439427207247254e-4,2.790037771028645e-4
variant_national,2021-04-15,2021-04-15,virus_too_low_for_variant_to_be_identifiable,Northern Ireland,N92000002,NA,3.26081392188791e-4,7.720232135174955e-4,8.160952380401531e-5
variant_national,2021-04-15,2021-04-15,virus_too_low_for_variant_to_be_identifiable,Scotland,S92000003,NA,3.324369419073445e-4,6.31340671087675e-4,1.362489749077895e-4
variant_national,2021-04-15,2021-04-15,virus_too_low_for_variant_to_be_identifiable,Wales,W92000004,NA,3.158452409349825e-4,6.58232228524841e-4,1.0625087964520465e-4
variant_national,2021-04-16,2021-04-16,not_compatible_with_uk_variant,England,E92000001,NA,3.72465809666483e-5,6.492020463372546e-5,1.812115595167735e-5
variant_national,2021-04-16,2021-04-16,not_compatible_with_uk_variant,Northern Ireland,N92000002,NA,1.7619549760942147e-4,5.003042306596935e-4,2.9770534895444e-5
variant_national,2021-04-16,2021-04-16,not_compatible_with_uk_variant,Scotland,S92000003,NA,4.20194289641178e-5,1.319537207819265e-4,5.105558078696794e-6
variant_national,2021-04-16,2021-04-16,not_compatible_with_uk_variant,Wales,W92000004,NA,8.75742143169256e-5,2.60326222218647e-4,1.264520718691635e-5
variant_national,2021-04-16,2021-04-16,uk_variant_compatible,England,E92000001,NA,9.017757860482754e-4,0.001067869836971145,7.51754320484925e-4
variant_national,2021-04-16,2021-04-16,uk_variant_compatible,Northern Ireland,N92000002,NA,7.95187933662284e-4,0.00151319000775193,3.3151086828836496e-4
variant_national,2021-04-16,2021-04-16,uk_variant_compatible,Scotland,S92000003,NA,0.0015817997703972601,0.00233519184423703,9.97386256016108e-4
variant_national,2021-04-16,2021-04-16,uk_variant_compatible,Wales,W92000004,NA,5.02220879581903e-4,9.953121468046114e-4,1.97745452091788e-4
variant_national,2021-04-16,2021-04-16,virus_too_low_for_variant_to_be_identifiable,England,E92000001,NA,3.4354359699182856e-4,4.41353391011151e-4,2.61906069578732e-4
variant_national,2021-04-16,2021-04-16,virus_too_low_for_variant_to_be_identifiable,Northern Ireland,N92000002,NA,3.21732281555174e-4,7.703472607388583e-4,7.956164247100499e-5
variant_national,2021-04-16,2021-04-16,virus_too_low_for_variant_to_be_identifiable,Scotland,S92000003,NA,3.1761119831748297e-4,6.068403605215935e-4,1.274560055343115e-4
variant_national,2021-04-16,2021-04-16,virus_too_low_for_variant_to_be_identifiable,Wales,W92000004,NA,2.98949945577443e-4,6.309220796983845e-4,9.760929654409616e-5
variant_national,2021-04-17,2021-04-17,not_compatible_with_uk_variant,England,E92000001,NA,3.69151544859041e-5,6.438552037287935e-5,1.8008131469337452e-5
variant_national,2021-04-17,2021-04-17,not_compatible_with_uk_variant,Northern Ireland,N92000002,NA,1.6782939004820604e-4,4.880498326904735e-4,2.77351488058181e-5
variant_national,2021-04-17,2021-04-17,not_compatible_with_uk_variant,Scotland,S92000003,NA,4.144202804084085e-5,1.3102497308233252e-4,4.9830302076751195e-6
variant_national,2021-04-17,2021-04-17,not_compatible_with_uk_variant,Wales,W92000004,NA,8.302257341842204e-5,2.510010342134095e-4,1.146857506978705e-5
variant_national,2021-04-17,2021-04-17,uk_variant_compatible,England,E92000001,NA,8.640587359125371e-4,0.0010251947919894735,7.186317102346031e-4
variant_national,2021-04-17,2021-04-17,uk_variant_compatible,Northern Ireland,N92000002,NA,7.779201895046655e-4,0.0014884234541720001,3.227681823008625e-4
variant_national,2021-04-17,2021-04-17,uk_variant_compatible,Scotland,S92000003,NA,0.0015425280369940199,0.0022903661449562547,9.68176408251619e-4
variant_national,2021-04-17,2021-04-17,uk_variant_compatible,Wales,W92000004,NA,4.873586767415595e-4,9.672240108739359e-4,1.8982499419244002e-4
variant_national,2021-04-17,2021-04-17,virus_too_low_for_variant_to_be_identifiable,England,E92000001,NA,3.24677556247146e-4,4.1758169459572446e-4,2.461631512027395e-4
variant_national,2021-04-17,2021-04-17,virus_too_low_for_variant_to_be_identifiable,Northern Ireland,N92000002,NA,3.177012523765285e-4,7.582816651233834e-4,7.859613755584487e-5
variant_national,2021-04-17,2021-04-17,virus_too_low_for_variant_to_be_identifiable,Scotland,S92000003,NA,3.03816653954669e-4,5.817213095255175e-4,1.2069756051726e-4
variant_national,2021-04-17,2021-04-17,virus_too_low_for_variant_to_be_identifiable,Wales,W92000004,NA,2.831440207571775e-4,6.074458958944919e-4,9.130227091896905e-5
variant_national,2021-04-18,2021-04-18,not_compatible_with_uk_variant,England,E92000001,NA,3.69223847437148e-5,6.48722554456708e-5,1.80583892921506e-5
variant_national,2021-04-18,2021-04-18,not_compatible_with_uk_variant,Northern Ireland,N92000002,NA,1.58151944306717e-4,4.49152837766304e-4,2.54451411576274e-5
variant_national,2021-04-18,2021-04-18,not_compatible_with_uk_variant,Scotland,S92000003,NA,4.054254704141801e-5,1.22566851578192e-4,4.28509595480134e-6
variant_national,2021-04-18,2021-04-18,not_compatible_with_uk_variant,Wales,W92000004,NA,7.82358265659552e-5,2.3191615458775802e-4,9.68349567794411e-6
variant_national,2021-04-18,2021-04-18,uk_variant_compatible,England,E92000001,NA,8.26658332355939e-4,9.92195235735843e-4,6.70756783886385e-4
variant_national,2021-04-18,2021-04-18,uk_variant_compatible,Northern Ireland,N92000002,NA,7.437935792796339e-4,0.00145448452088522,2.95833113973388e-4
variant_national,2021-04-18,2021-04-18,uk_variant_compatible,Scotland,S92000003,NA,0.00148829233113952,0.00223283871205934,9.219613046918381e-4
variant_national,2021-04-18,2021-04-18,uk_variant_compatible,Wales,W92000004,NA,4.51995928718828e-4,8.93074310831959e-4,1.76947998749607e-4
